,model1,model2,model3,model4,model5
0,0.7136438705068432,0.7490379574473961,0.7814062144773315,0.5803166687494037,0.9701565519743899
1,0.9359827893711746,0.9268124569421485,0.5934347691540051,0.5667313008954183,0.7814624762926313
2,0.4262520190889133,0.5384497825152595,0.5416890460933126,0.762024131017434,0.9256731969126842
3,0.48680086193987965,0.6395842908342031,0.5128667800181518,0.5590428420770216,0.8247019913490861
4,0.4713557856255832,0.5557955221227237,0.49935031493520715,0.34453407393795604,0.8327200941819622
5,0.4101632170542755,0.41225556032831107,0.40194541768471503,0.48917741491397027,0.9755703311546335
6,0.7961965577240837,0.8579947276729157,1.018366027537821,0.8791054935789939,0.7551127773402525
7,0.7055577841787325,0.727446087657203,0.7759928866473352,0.5758096145512392,0.6230510354697169
8,0.5692646124731805,0.6413447805739095,0.5578837673194595,0.4433334546401104,0.44245346485857
9,0.28044898605758467,0.3855484896607929,0.3334583640683051,0.3133453323970674,0.9489494310588388
10,0.4839286509725281,0.46697105109521475,0.5600040318766891,0.8488507274338996,0.6536951651873387
11,0.31419904320185493,0.33523001542639325,0.389833625393822,0.4431833509576115,1.1861704316124637
12,0.4577697700584883,0.5016716823873268,0.4996156419073347,1.254852852974353,0.8981145322792196
13,0.554674218089515,0.5379739025135775,0.531384546147382,1.2199488382925379,0.674281124807785
14,0.8048950827654735,0.7192451148386885,0.7283709656852633,0.35809204992028704,0.5151757698949873
15,0.4458906156933678,0.47435410571132236,0.45751461063909216,0.6188462233093049,1.301847354765734
16,0.46477917074986613,0.7252708289649278,0.8540340252247035,0.5783033597381397,0.8155956604215586
17,0.3593016731048027,0.4435974766853938,0.46792365138669906,0.5518280511522565,1.0930956963071279
18,0.5023889267537022,0.510159065469969,0.5389394554314477,0.4031784386481162,0.6028600075725841
19,0.3946126137145556,0.6031911301007863,0.48925908502371,0.3804165021040563,0.7740294891075263
20,1.037647272878532,0.6972141963339769,0.8852222265738579,0.6403895705748818,0.5297593933578608
21,0.8024499772132918,1.0947478444066467,0.9362968165922643,0.7021347205172396,0.7911465118455056
22,0.5431217713710714,0.5035549712425652,0.48005339727938107,0.50526569853743,0.8635646371588038
